student_id,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Cluster
3053,0.0,0.25,0.5,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.75,0.0,1
3054,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0
3055,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,1
3056,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0
3057,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.0,0
3058,1.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0
3059,1.0,0.25,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0
3060,1.0,0.25,0.5,1.0,1.0,1.0,0.25,0.5,0.0,0.5,0.75,0.5,0
3061,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0
3062,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
3063,0.5,0.25,0.5,0.0,1.0,1.0,0.25,0.0,0.0,0.5,0.75,0.0,1
3064,0.5,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0
3065,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.75,0.5,2
3066,0.0,0.0,1.0,0.0,0.5,1.0,0.75,0.0,1.0,0.5,0.75,0.0,1
3067,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.5,0.75,0.0,1
3068,0.0,0.25,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.75,0.5,2
3069,0.0,0.25,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0.5,0.5,1.0,0
3070,0.0,0.25,0.0,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
3071,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0
3072,0.0,0.25,0.0,1.0,1.0,0.5,0.25,0.5,0.0,0.5,0.5,0.5,0
3073,1.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1
3074,0.0,0.25,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0
3075,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.5,1
3076,0.5,0.25,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,1.0,0.5,1
3077,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1
3078,1.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1
3079,0.0,0.25,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0
3080,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0
3081,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0
3082,1.0,0.25,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0
3083,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1
3084,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1
3085,0.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3086,0.0,0.5,0.0,0.0,1.0,0.5,0.75,0.0,0.0,0.0,0.5,0.5,1
3087,0.5,0.25,0.5,0.0,1.0,0.0,0.75,0.0,0.0,0.5,0.75,0.0,1
3088,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.5,0.75,0.0,1
3089,0.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.5,1
3090,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3091,0.0,0.25,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0
3092,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1
3093,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0
3094,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.5,0.0,1.0,0.75,0.0,2
3095,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0
3096,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0
3097,0.5,0.25,0.5,1.0,0.0,0.5,0.25,0.0,0.0,0.5,0.75,0.5,2
3098,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1
3099,1.0,0.25,0.0,0.0,1.0,1.0,0.25,0.5,0.0,0.0,0.5,1.0,1
3100,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3101,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.0,1
3102,1.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0
3103,1.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.5,0.75,0.5,1
3104,0.0,0.25,0.5,0.0,1.0,0.5,0.25,0.0,1.0,0.5,0.5,0.5,1
3105,0.0,0.25,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1
3106,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0
3107,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1
3108,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0
3109,1.0,0.25,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.75,0.0,2
3110,0.5,0.25,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.75,1.0,0
3111,0.5,0.25,0.0,1.0,1.0,0.5,0.25,0.0,1.0,0.0,0.5,0.5,0
3112,0.0,0.25,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0
3113,0.0,0.25,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,2
3114,0.5,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
3115,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0
3116,0.0,0.25,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.5,0
3117,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
3118,0.5,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,2
3119,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0
3120,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.5,0.0,0.5,0.0,1
3121,1.0,0.25,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.5,1.0,0
3122,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1
3123,0.0,0.5,0.0,0.0,0.0,1.0,0.25,0.5,0.0,0.5,0.75,0.5,1
3124,0.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1
3125,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.75,0.5,0
3126,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3127,1.0,0.0,0.5,0.0,1.0,1.0,0.25,0.5,0.0,0.5,0.75,0.5,1
3128,0.0,0.25,0.0,1.0,0.0,1.0,0.25,0.0,0.0,0.5,0.5,0.0,0
3129,0.5,0.5,0.0,1.0,1.0,0.5,0.25,0.5,0.0,0.0,0.5,0.5,0
3130,0.0,0.25,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0.5,0.75,0.5,0
3131,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0
3132,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0
3133,0.0,0.25,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.75,0.5,0
3134,0.0,0.25,0.0,1.0,1.0,1.0,0.25,0.5,0.0,0.0,0.0,0.5,0
3135,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3136,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0
3137,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,2
3138,0.0,0.25,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.0,1
3139,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.0,0.0,1.0,0.75,0.5,2
3140,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3141,0.0,0.25,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0.5,0.75,0.0,0
3142,0.5,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.5,0.0,0.5,0.5,1
3143,1.0,0.25,0.5,1.0,1.0,1.0,0.25,0.0,0.5,0.0,0.75,0.5,0
3144,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0
3145,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0
3146,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.75,0.5,0
3147,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.75,0.0,0
3148,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0
3149,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
3150,0.0,0.25,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.75,0.5,1
3151,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0
3152,0.5,0.25,0.5,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.5,0.0,1
3153,0.5,0.25,0.5,1.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0
3154,0.0,0.25,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
3155,0.0,0.25,0.5,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.75,0.5,2
3156,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.0,1.0,0.75,0.0,0
3157,0.0,0.25,1.0,1.0,0.5,1.0,0.25,0.0,0.5,0.0,0.0,0.5,0
3158,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0
3159,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.75,0.0,0
3160,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,2
3161,0.0,0.25,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1
3162,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0
3163,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0
3164,0.5,0.25,0.5,1.0,0.0,0.0,0.75,0.5,0.0,0.0,0.75,0.5,2
3165,0.0,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3166,0.0,0.25,1.0,0.0,1.0,0.0,0.75,0.0,0.0,0.5,0.75,0.0,2
3167,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,1
3168,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.75,0.5,1
3169,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,1
3170,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3171,0.0,0.25,0.0,1.0,1.0,1.0,0.25,0.0,0.0,1.0,0.5,0.0,0
3172,0.0,0.25,0.0,1.0,1.0,0.0,0.25,0.5,0.0,0.0,0.75,0.5,0
3173,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.75,0.5,2
3174,0.0,0.25,0.0,1.0,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.5,0
3175,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1
3176,1.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.75,0.5,0
3177,0.5,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0
3178,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0
3179,0.0,0.25,0.5,0.0,1.0,1.0,0.25,0.0,0.0,1.0,0.5,0.0,1
3180,1.0,0.25,0.0,0.0,0.0,0.5,0.25,0.5,0.0,0.5,0.5,0.0,2
3181,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
3182,0.0,0.0,0.0,1.0,1.0,0.5,0.25,0.0,0.0,1.0,0.5,0.0,0
3183,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0
3184,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3185,1.0,0.25,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
3186,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.75,0.0,2
3187,0.0,0.25,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1
3188,1.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.0,1
3189,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1
3190,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1
3191,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3192,0.0,0.25,0.5,0.0,1.0,1.0,0.25,0.0,0.0,1.0,0.75,0.0,1
3193,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3194,0.0,0.25,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3195,0.0,0.25,0.5,1.0,1.0,1.0,0.25,0.0,0.0,0.5,0.75,0.5,0
3196,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.5,2
3197,0.0,0.0,0.5,1.0,0.0,0.5,0.25,0.0,0.0,1.0,0.75,0.0,2
3198,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3199,0.0,0.25,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0
3200,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.75,0.0,2
3201,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3202,0.0,0.25,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.75,0.0,0
3203,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
3204,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3205,1.0,0.25,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.75,0.0,1
3206,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0
3207,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,2
3208,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0
3209,1.0,0.25,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0
3210,1.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3211,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3212,0.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1
3213,0.0,0.25,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.75,0.0,2
3214,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
3215,0.0,0.25,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0
3216,0.0,0.0,0.0,1.0,1.0,0.5,0.75,0.0,0.0,0.0,0.75,0.0,0
3217,0.0,0.25,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.5,0.75,0.0,2
3218,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.25,0.5,0
3219,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,1
3220,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.0,0
3221,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.75,0.0,2
3222,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0
3223,0.5,0.5,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.5,0
3224,0.5,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0
3225,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0
3226,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.75,0.0,1
3227,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0
3228,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1
3229,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.5,0.0,0.5,1
3230,0.0,0.25,0.0,1.0,0.5,0.5,0.25,0.0,1.0,0.0,0.0,0.5,0
3231,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
3232,0.5,0.25,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.5,2
3233,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.75,0.0,0
3234,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.75,0.0,2
3235,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
3236,1.0,0.25,0.0,1.0,1.0,0.5,0.25,0.0,0.5,0.0,0.0,0.5,0
3237,0.0,0.75,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.75,0.5,0
3238,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
3239,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3240,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1
3241,0.0,0.25,0.0,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0
3242,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.75,0.0,2
3243,1.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
3244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,2
3245,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1
3246,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0
3247,0.0,0.25,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0.5,0.75,0.5,0
3248,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0
3249,1.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1
3250,0.5,0.25,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.75,0.5,2
3251,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.75,0.5,0
3252,0.0,0.25,0.0,0.0,1.0,1.0,0.75,0.0,0.0,0.5,0.5,0.0,1
3253,1.0,0.0,0.5,0.0,1.0,0.0,0.25,0.0,0.0,0.5,0.75,0.5,1
3254,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5,1
3255,1.0,0.25,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1
3256,0.0,0.25,0.0,1.0,0.5,0.5,0.25,0.0,1.0,0.0,0.0,0.0,0
3257,0.0,0.25,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0,2
3258,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0
3259,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
3260,0.0,0.0,0.5,0.0,1.0,0.0,0.75,0.0,0.0,1.0,0.75,0.0,2
3261,0.0,0.25,0.5,1.0,1.0,0.5,0.25,0.0,0.0,0.5,0.75,0.5,0
3262,1.0,0.0,0.5,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.5,0.5,0
3263,0.0,0.25,0.5,1.0,1.0,0.5,0.75,0.5,0.0,0.0,0.75,0.5,0
3264,0.0,0.25,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
3265,1.0,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1
3266,0.5,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
3267,0.5,0.25,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
3268,1.0,0.25,0.0,0.0,0.0,0.5,0.25,0.5,0.0,1.0,0.75,0.5,2
3269,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1
3270,0.5,0.25,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1
3271,0.5,0.25,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.75,0.0,2
3272,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,1
3273,0.0,0.25,0.5,1.0,1.0,1.0,0.75,0.5,0.0,1.0,0.75,0.0,0
3274,0.0,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.5,1
3275,1.0,0.25,0.0,1.0,1.0,1.0,0.25,0.5,0.0,1.0,0.75,0.0,0
3276,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.25,0.5,0
3277,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.75,0.5,2
3278,0.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,1
3279,1.0,0.25,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.5,0.5,0
3280,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,1
3281,0.0,0.25,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.25,0.5,0
3282,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1
3283,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,2
3284,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.0,1
3285,0.0,0.25,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.75,0.0,0
3286,0.0,0.0,0.5,0.0,1.0,0.5,0.75,0.0,0.0,0.5,0.75,0.5,1
3287,0.5,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
3288,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.75,0.5,0
3289,1.0,0.25,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0
3290,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0
3291,0.5,0.25,0.5,1.0,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.5,0
3292,0.0,0.25,0.5,1.0,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.5,0
3293,1.0,0.25,0.5,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.5,0.0,0
3294,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1
3295,1.0,0.25,0.5,0.0,0.0,0.5,0.25,0.0,0.0,1.0,0.75,0.5,2
3296,0.0,0.25,0.0,0.0,0.5,1.0,0.25,0.5,0.0,0.0,0.0,0.5,1
3297,1.0,0.25,0.0,1.0,1.0,0.5,0.75,0.0,0.0,0.5,0.75,0.0,0
3298,0.5,0.25,0.5,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.75,0.0,2
3299,1.0,0.25,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1
3300,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0
3301,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.75,0.5,1
3302,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0
3303,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.5,0
3304,0.0,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.0,0.5,0.5,1
3305,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
3306,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.75,0.0,1
3307,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0
3308,1.0,0.25,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.75,0.5,0
3309,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
3310,0.5,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,2
3311,0.0,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.5,0.75,0.5,1
3312,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0
3313,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,0.75,0.0,1
3314,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
3315,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.75,0.5,0
